order_id,customer_id,product_id,quantity,order_amount,order_status,order_timestamp
103,445,152,1,584.63,COMPLETED,2026-01-17 10:42:41.465448
104,208,151,2,433.4,COMPLETED,2025-10-01 14:16:41.465448
105,167,91,4,6969.72,CANCELLED,2025-10-01 00:35:41.465448
106,288,118,4,6204.76,COMPLETED,2026-04-15 02:23:41.465448
107,998,182,2,2038.24,COMPLETED,2025-12-04 06:23:41.465448
108,199,67,5,7584.95,COMPLETED,2026-02-01 06:11:41.465448
109,233,155,2,2026.4,COMPLETED,2026-07-11 03:03:41.465448
110,352,153,2,306.78,COMPLETED,2025-10-07 01:03:41.465448
111,18,59,3,3642.75,CANCELLED,2026-03-17 11:46:41.465448
112,638,103,2,3582.52,COMPLETED,2026-01-06 22:08:41.465448
113,516,143,1,1774.65,PENDING,2026-06-25 11:23:41.465448
114,552,59,5,6071.25,COMPLETED,2026-06-06 02:05:41.465448
115,122,194,3,5171.28,COMPLETED,2025-10-10 03:20:41.465448
116,942,57,1,1241.69,COMPLETED,2026-09-05 17:55:41.465448
117,332,31,1,690.91,COMPLETED,2026-07-01 19:37:41.465448
118,545,60,1,1876.8,COMPLETED,2026-03-08 18:20:41.465448
119,450,74,1,197.72,COMPLETED,2026-03-14 03:05:41.465448
120,213,191,5,3906.3,PENDING,2025-11-30 00:28:41.465448
121,774,51,4,6969.12,COMPLETED,2026-04-24 10:11:41.465448
122,335,156,2,1102.06,COMPLETED,2026-02-27 20:26:41.465448
123,803,45,1,737.39,COMPLETED,2026-03-29 08:28:41.465448
124,976,46,2,22.76,PENDING,2026-05-27 21:02:41.465448
125,872,68,4,1828.04,CANCELLED,2026-01-12 00:49:41.465448
126,209,43,2,3865.16,COMPLETED,2026-07-18 21:16:41.465448
127,110,45,3,2212.17,COMPLETED,2025-10-26 22:47:41.465448
128,645,124,4,5608.64,CANCELLED,2026-03-10 21:45:41.465448
129,752,140,3,4399.35,PENDING,2025-10-17 23:03:41.465448
130,477,115,1,1849.1,PENDING,2026-01-24 06:42:41.465448
131,60,68,1,457.01,COMPLETED,2025-10-14 06:21:41.465448
132,371,91,3,5227.29,COMPLETED,2025-12-18 22:11:41.465448
133,853,90,2,280.44,CANCELLED,2025-11-08 17:08:41.465448
134,826,178,4,2746.32,PENDING,2026-07-27 06:16:41.465448
135,768,38,5,6653.0,CANCELLED,2026-03-17 09:46:41.465448
136,668,93,2,2053.2,COMPLETED,2025-12-23 19:26:41.465448
137,660,74,4,790.88,COMPLETED,2025-09-27 12:53:41.465448
138,992,149,5,7664.55,PENDING,2026-06-09 21:06:41.465448
139,109,95,3,5147.82,COMPLETED,2026-04-17 13:30:41.465448
140,522,166,4,1448.52,COMPLETED,2026-04-20 03:06:41.465448
141,315,91,5,8712.15,COMPLETED,2026-02-08 03:33:41.465448
142,419,42,3,5369.79,COMPLETED,2026-02-09 02:58:41.465448
143,52,28,3,5571.6,PENDING,2025-12-19 04:23:41.465448
144,468,58,1,1609.24,CANCELLED,2026-01-20 14:43:41.465448
145,377,103,2,3582.52,CANCELLED,2026-01-08 13:18:41.465448
146,940,117,5,2539.8,COMPLETED,2026-08-02 06:20:41.465448
147,603,175,1,185.61,COMPLETED,2026-01-22 04:24:41.465448
148,837,52,1,1119.47,CANCELLED,2026-04-08 23:56:41.465448
149,920,13,5,8370.4,PENDING,2026-07-15 09:03:41.465448
150,442,20,3,4126.44,PENDING,2025-12-05 10:21:41.465448
151,604,63,2,3295.32,COMPLETED,2025-10-06 13:46:41.465448
152,543,160,4,6022.32,CANCELLED,2025-10-22 18:36:41.465448
153,261,37,2,2933.56,COMPLETED,2026-02-24 01:15:41.465448
154,87,179,4,2432.96,COMPLETED,2026-06-20 09:18:41.465448
155,567,181,3,1456.59,CANCELLED,2025-11-24 22:22:41.465448
156,37,20,5,6877.4,COMPLETED,2026-08-14 17:16:41.465448
157,108,153,2,306.78,COMPLETED,2026-03-10 00:30:41.465448
158,726,62,2,3832.42,COMPLETED,2026-06-09 20:37:41.465448
159,906,121,3,3553.23,PENDING,2026-06-20 08:39:41.465448
160,79,133,4,4638.24,COMPLETED,2025-12-20 14:42:41.465448
161,539,166,4,1448.52,COMPLETED,2026-05-30 10:45:41.465448
162,901,99,3,2473.8,COMPLETED,2026-08-20 11:49:41.465448
163,481,24,5,6751.5,COMPLETED,2026-06-24 02:11:41.465448
164,955,9,1,321.41,COMPLETED,2026-04-25 11:55:41.465448
165,848,68,1,457.01,COMPLETED,2026-03-18 13:27:41.465448
166,259,129,3,4146.99,COMPLETED,2025-12-27 05:54:41.465448
167,61,35,1,611.54,COMPLETED,2026-04-27 08:27:41.465448
168,907,47,1,291.02,CANCELLED,2025-12-21 01:07:41.465448
169,674,7,1,653.16,COMPLETED,2026-07-30 01:35:41.465448
170,887,184,2,501.66,COMPLETED,2025-11-23 07:36:41.465448
171,363,173,2,2536.14,COMPLETED,2025-10-19 12:20:41.465448
172,815,115,1,1849.1,COMPLETED,2025-12-16 23:52:41.465448
173,80,178,1,686.58,CANCELLED,2025-12-03 12:49:41.465448
174,571,121,5,5922.05,COMPLETED,2026-07-09 13:24:41.465448
175,496,39,3,5533.59,COMPLETED,2026-08-23 02:04:41.465448
176,294,122,4,5171.04,CANCELLED,2025-12-28 18:43:41.465448
177,100,38,2,2661.2,PENDING,2026-02-04 14:52:41.465448
178,787,67,4,6067.96,COMPLETED,2025-12-12 11:29:41.465448
179,318,41,3,3628.89,COMPLETED,2026-06-04 11:33:41.465448
180,309,174,2,1917.1,COMPLETED,2025-12-11 04:44:41.465448
181,769,199,1,518.67,CANCELLED,2025-10-11 06:53:41.465448
182,646,59,4,4857.0,COMPLETED,2025-12-04 01:16:41.465448
183,425,15,5,6011.6,PENDING,2026-07-11 05:11:41.465448
184,672,16,3,3297.39,COMPLETED,2026-02-03 03:36:41.465448
185,711,94,5,9579.9,CANCELLED,2026-03-27 18:42:41.465448
186,812,121,4,4737.64,CANCELLED,2026-09-11 03:56:41.465448
187,650,116,2,2339.22,COMPLETED,2026-02-07 18:09:41.465448
188,226,98,3,4883.25,PENDING,2025-09-23 11:46:41.465448
189,582,124,2,2804.32,COMPLETED,2026-02-11 20:59:41.465448
190,533,140,4,5865.8,COMPLETED,2026-01-22 21:20:41.465448
191,115,45,4,2949.56,PENDING,2026-07-30 21:37:41.465448
192,612,80,2,2610.84,PENDING,2025-11-07 10:14:41.465448
193,732,56,3,5289.66,PENDING,2026-02-09 02:17:41.465448
194,418,183,4,1517.04,CANCELLED,2026-04-11 00:21:41.465448
195,310,48,5,7182.4,CANCELLED,2026-01-01 08:19:41.465448
196,461,10,4,3363.88,COMPLETED,2026-02-06 18:30:41.465448
197,591,138,5,7490.25,CANCELLED,2026-01-01 17:36:41.465448
198,755,169,2,3690.68,COMPLETED,2026-07-03 12:35:41.465448
199,145,112,3,1160.43,COMPLETED,2026-08-01 15:50:41.465448
200,559,106,5,6221.8,COMPLETED,2026-02-22 10:49:41.465448
201,931,159,3,2454.63,PENDING,2026-02-08 16:29:41.465448
202,103,91,2,3484.86,COMPLETED,2026-03-20 04:23:41.465448
203,381,128,5,2076.95,COMPLETED,2025-10-27 00:56:41.465448
204,620,123,1,1800.64,COMPLETED,2026-03-26 23:44:41.465448
205,992,74,5,988.6,COMPLETED,2026-02-19 07:52:41.465448
206,838,136,1,56.53,CANCELLED,2026-02-02 07:16:41.465448
207,968,94,5,9579.9,COMPLETED,2026-04-01 18:46:41.465448
208,166,25,1,1531.11,PENDING,2026-05-04 18:47:41.465448
209,737,37,2,2933.56,COMPLETED,2026-04-22 09:56:41.465448
210,198,52,4,4477.88,CANCELLED,2026-03-05 21:03:41.465448
211,221,98,4,6511.0,PENDING,2026-07-03 16:53:41.465448
212,23,93,2,2053.2,COMPLETED,2026-05-03 06:23:41.465448
213,369,72,3,1006.74,COMPLETED,2026-05-17 06:07:41.465448
214,750,93,4,4106.4,PENDING,2026-03-13 18:20:41.465448
215,336,90,1,140.22,PENDING,2025-10-18 18:45:41.465448
216,880,125,1,780.97,PENDING,2025-12-23 19:39:41.465448
217,410,135,5,2378.1,COMPLETED,2026-04-24 03:46:41.465448
218,600,130,3,5750.73,COMPLETED,2025-12-24 04:24:41.465448
219,469,184,1,250.83,COMPLETED,2025-12-11 05:37:41.465448
220,585,20,2,2750.96,PENDING,2026-06-15 12:49:41.465448
221,359,86,4,5685.0,CANCELLED,2026-04-26 16:39:41.465448
222,910,151,3,650.1,PENDING,2026-03-04 13:10:41.465448
223,532,91,3,5227.29,COMPLETED,2026-08-14 22:41:41.465448
224,165,70,5,8365.25,PENDING,2026-06-24 20:11:41.465448
225,807,64,3,2576.07,COMPLETED,2026-06-16 04:45:41.465448
226,565,143,3,5323.95,PENDING,2026-09-07 15:52:41.465448
227,667,56,1,1763.22,PENDING,2026-03-27 09:18:41.465448
228,526,85,4,3982.88,COMPLETED,2025-12-20 09:19:41.465448
229,620,158,3,2857.38,COMPLETED,2025-11-11 07:11:41.465448
230,394,77,2,2876.2,COMPLETED,2026-04-25 03:50:41.465448
231,811,121,2,2368.82,PENDING,2026-08-02 01:55:41.465448
232,249,137,4,3770.0,COMPLETED,2025-11-18 12:31:41.465448
233,704,46,3,34.14,COMPLETED,2026-06-19 01:55:41.465448
234,230,164,5,9641.5,PENDING,2026-02-19 16:41:41.465448
235,930,52,1,1119.47,COMPLETED,2026-04-16 03:29:41.465448
236,530,61,4,5883.84,CANCELLED,2026-05-13 16:07:41.465448
237,192,73,1,856.75,COMPLETED,2026-07-07 10:19:41.465448
238,559,87,5,3004.8,CANCELLED,2026-04-01 05:12:41.465448
239,741,177,4,1473.84,COMPLETED,2026-03-21 22:11:41.465448
240,467,113,4,7948.84,COMPLETED,2025-10-16 02:40:41.465448
241,289,22,3,1339.62,COMPLETED,2026-03-25 17:32:41.465448
242,505,25,5,7655.55,PENDING,2025-10-27 05:28:41.465448
243,328,58,3,4827.72,COMPLETED,2026-06-18 16:33:41.465448
244,316,141,3,485.97,COMPLETED,2026-01-12 10:58:41.465448
245,316,167,1,724.16,COMPLETED,2026-05-07 07:16:41.465448
246,639,129,1,1382.33,COMPLETED,2026-01-02 02:39:41.465448
247,280,53,1,1409.28,CANCELLED,2026-05-18 16:18:41.465448
248,975,13,1,1674.08,COMPLETED,2026-06-26 18:43:41.465448
249,111,122,2,2585.52,PENDING,2026-03-03 17:29:41.465448
250,417,37,5,7333.9,COMPLETED,2026-03-07 21:52:41.465448
251,144,91,5,8712.15,COMPLETED,2026-07-28 03:04:41.465448
252,245,129,1,1382.33,COMPLETED,2026-02-16 13:01:41.465448
253,562,127,2,1105.68,PENDING,2025-12-08 18:42:41.465448
254,465,34,1,1972.01,COMPLETED,2026-05-05 13:40:41.465448
255,443,52,2,2238.94,PENDING,2026-04-22 09:52:41.465448
256,444,69,4,6935.28,PENDING,2026-07-07 13:48:41.465448
257,162,29,3,5967.96,COMPLETED,2025-09-30 19:14:41.465448
258,732,123,3,5401.92,COMPLETED,2026-04-04 00:12:41.465448
259,252,125,4,3123.88,COMPLETED,2026-05-11 00:56:41.465448
260,678,103,5,8956.3,PENDING,2026-02-27 07:27:41.465448
261,791,141,3,485.97,COMPLETED,2025-11-09 04:04:41.465448
262,387,132,5,794.4,COMPLETED,2026-05-16 14:24:41.465448
263,300,30,1,1124.6,COMPLETED,2026-01-13 03:57:41.465448
264,876,173,4,5072.28,CANCELLED,2026-07-30 02:25:41.465448
265,222,145,2,1138.68,CANCELLED,2026-04-18 13:11:41.465448
266,759,108,2,83.06,CANCELLED,2026-08-08 00:46:41.465448
267,403,36,2,1802.76,COMPLETED,2025-12-27 20:52:41.465448
268,483,178,3,2059.74,CANCELLED,2025-09-22 08:18:41.465448
269,530,11,2,939.3,COMPLETED,2026-04-11 18:15:41.465448
270,774,30,3,3373.8,COMPLETED,2025-11-25 22:13:41.465448
271,608,117,4,2031.84,CANCELLED,2026-03-13 22:58:41.465448
272,113,28,2,3714.4,CANCELLED,2026-01-09 11:10:41.465448
273,720,51,5,8711.4,COMPLETED,2026-03-15 09:38:41.465448
274,17,185,2,1503.48,CANCELLED,2026-04-06 10:06:41.465448
275,423,74,1,197.72,COMPLETED,2026-07-15 09:46:41.465448
276,721,86,4,5685.0,PENDING,2026-08-12 09:01:41.465448
277,323,81,1,1361.4,COMPLETED,2026-08-10 18:57:41.465448
278,233,158,3,2857.38,COMPLETED,2025-09-21 02:17:41.465448
279,272,25,1,1531.11,COMPLETED,2026-03-25 10:28:41.465448
280,921,115,5,9245.5,COMPLETED,2026-06-14 22:08:41.465448
281,419,14,3,2162.79,COMPLETED,2026-08-12 02:46:41.465448
282,718,182,3,3057.36,COMPLETED,2026-04-05 19:01:41.465448
283,514,23,2,3321.08,CANCELLED,2026-04-24 11:42:41.465448
284,120,23,2,3321.08,COMPLETED,2026-08-13 12:39:41.465448
285,704,180,4,244.52,PENDING,2025-09-18 22:43:41.465448
286,535,1,2,3136.16,PENDING,2026-06-04 01:44:41.465448
287,763,135,5,2378.1,COMPLETED,2026-06-18 20:42:41.465448
288,221,87,2,1201.92,COMPLETED,2025-10-20 20:59:41.465448
289,344,148,5,2723.95,PENDING,2025-09-16 11:44:41.465448
290,673,59,1,1214.25,COMPLETED,2026-06-30 17:47:41.465448
291,974,123,1,1800.64,PENDING,2025-11-06 18:08:41.465448
292,544,58,4,6436.96,COMPLETED,2026-03-22 06:36:41.465448
293,708,45,4,2949.56,COMPLETED,2025-10-26 07:41:41.465448
294,843,48,4,5745.92,COMPLETED,2026-04-16 17:49:41.465448
295,386,1,2,3136.16,COMPLETED,2026-02-15 19:19:41.465448
296,472,73,3,2570.25,COMPLETED,2025-12-11 01:58:41.465448
297,92,153,5,766.95,COMPLETED,2026-05-05 20:05:41.465448
298,711,106,2,2488.72,COMPLETED,2025-11-16 13:56:41.465448
299,125,128,4,1661.56,COMPLETED,2026-05-15 21:47:41.465448
300,733,16,5,5495.65,PENDING,2025-11-18 03:33:41.465448
301,298,99,5,4123.0,CANCELLED,2026-03-13 09:14:41.465448
302,224,69,2,3467.64,PENDING,2026-05-24 22:55:41.465448
303,322,66,2,932.7,PENDING,2026-05-08 11:45:41.465448
304,706,23,4,6642.16,COMPLETED,2026-06-27 15:53:41.465448
305,872,92,3,1030.62,COMPLETED,2025-11-04 23:27:41.465448
306,847,34,1,1972.01,COMPLETED,2026-01-26 23:03:41.465448
307,736,98,4,6511.0,COMPLETED,2025-10-21 14:52:41.465448
308,785,108,2,83.06,COMPLETED,2026-01-22 18:37:41.465448
309,18,68,1,457.01,COMPLETED,2026-05-29 07:00:41.465448
310,800,132,3,476.64,COMPLETED,2026-08-20 07:41:41.465448
311,136,74,2,395.44,COMPLETED,2025-10-21 02:28:41.465448
312,580,157,2,1264.8,COMPLETED,2026-07-25 21:47:41.465448
313,767,62,3,5748.63,COMPLETED,2026-05-16 15:52:41.465448
314,846,92,3,1030.62,COMPLETED,2025-09-26 23:33:41.465448
315,798,80,1,1305.42,COMPLETED,2026-03-21 23:49:41.465448
316,765,192,4,5005.44,COMPLETED,2025-09-14 16:59:41.465448
317,370,100,3,402.12,COMPLETED,2026-05-17 21:03:41.465448
318,621,70,3,5019.15,COMPLETED,2026-01-26 04:49:41.465448
319,888,9,4,1285.64,CANCELLED,2026-08-25 14:14:41.465448
320,942,165,5,7134.45,COMPLETED,2026-01-21 16:35:41.465448
321,406,175,5,928.05,COMPLETED,2026-08-05 09:47:41.465448
322,292,103,3,5373.78,CANCELLED,2026-03-13 22:39:41.465448
323,83,42,4,7159.72,PENDING,2026-03-29 14:06:41.465448
324,793,71,1,1547.32,CANCELLED,2026-04-23 07:16:41.465448
325,834,151,5,1083.5,CANCELLED,2026-05-21 04:40:41.465448
326,822,111,2,1513.24,COMPLETED,2026-05-19 01:32:41.465448
327,893,137,5,4712.5,COMPLETED,2026-06-29 17:05:41.465448
328,560,123,2,3601.28,PENDING,2026-03-03 20:09:41.465448
329,642,57,1,1241.69,COMPLETED,2026-06-18 16:59:41.465448
330,838,171,1,394.51,CANCELLED,2026-05-22 21:26:41.465448
331,3,162,3,3731.49,COMPLETED,2026-02-25 12:44:41.465448
332,515,112,2,773.62,COMPLETED,2026-08-30 21:35:41.465448
333,183,193,5,5201.05,COMPLETED,2026-02-22 11:29:41.465448
334,251,46,4,45.52,CANCELLED,2026-08-08 12:19:41.465448
335,557,148,1,544.79,COMPLETED,2026-02-09 03:24:41.465448
336,815,187,1,841.67,PENDING,2026-04-29 14:49:41.465448
337,539,137,5,4712.5,PENDING,2025-11-24 17:32:41.465448
338,252,17,3,2772.54,COMPLETED,2026-06-21 14:00:41.465448
339,415,23,1,1660.54,COMPLETED,2026-04-25 16:42:41.465448
340,959,181,5,2427.65,COMPLETED,2026-08-21 07:37:41.465448
341,545,5,5,1301.0,COMPLETED,2025-12-23 03:20:41.465448
342,131,19,4,2102.72,CANCELLED,2025-09-20 13:58:41.465448
343,191,130,2,3833.82,COMPLETED,2026-07-12 06:19:41.465448
344,189,99,5,4123.0,CANCELLED,2025-12-12 02:42:41.465448
345,934,101,3,5762.1,COMPLETED,2026-08-20 01:21:41.465448
346,728,157,5,3162.0,COMPLETED,2026-02-14 06:58:41.465448
347,669,150,5,6491.5,PENDING,2026-07-24 16:57:41.465448
348,375,134,3,4801.02,PENDING,2026-06-18 00:31:41.465448
349,107,121,2,2368.82,CANCELLED,2026-07-06 11:13:41.465448
350,411,140,5,7332.25,COMPLETED,2026-03-17 05:34:41.465448
351,780,167,4,2896.64,CANCELLED,2026-08-06 03:08:41.465448
352,616,170,4,4042.84,PENDING,2026-04-27 02:28:41.465448
353,798,117,5,2539.8,COMPLETED,2025-12-17 02:14:41.465448
354,920,193,5,5201.05,COMPLETED,2026-05-12 20:10:41.465448
355,658,32,2,2540.68,COMPLETED,2026-04-29 11:32:41.465448
356,516,97,4,7143.8,COMPLETED,2026-03-15 06:42:41.465448
357,120,195,5,8245.65,COMPLETED,2026-04-26 08:47:41.465448
358,727,151,2,433.4,COMPLETED,2026-01-13 14:28:41.465448
359,700,100,4,536.16,PENDING,2026-04-27 06:42:41.465448
360,205,87,5,3004.8,CANCELLED,2025-09-25 05:25:41.465448
361,325,1,1,1568.08,COMPLETED,2025-11-14 18:31:41.465448
362,138,138,2,2996.1,COMPLETED,2026-05-25 08:54:41.465448
363,7,95,1,1715.94,CANCELLED,2026-01-03 03:43:41.465448
364,21,118,4,6204.76,COMPLETED,2025-11-01 12:57:41.465448
365,131,98,2,3255.5,PENDING,2025-10-19 03:31:41.465448
366,346,76,4,1475.64,COMPLETED,2026-06-20 20:18:41.465448
367,458,86,1,1421.25,COMPLETED,2026-08-20 22:59:41.465448
368,328,160,2,3011.16,COMPLETED,2026-05-30 15:09:41.465448
369,117,115,3,5547.3,COMPLETED,2025-12-08 21:11:41.465448
370,6,15,5,6011.6,COMPLETED,2026-04-16 17:45:41.465448
371,525,118,2,3102.38,COMPLETED,2025-09-28 11:08:41.465448
372,72,7,2,1306.32,COMPLETED,2025-10-25 10:48:41.465448
373,476,133,2,2319.12,PENDING,2026-05-14 00:51:41.465448
374,635,87,4,2403.84,PENDING,2026-06-03 05:19:41.465448
375,417,170,4,4042.84,PENDING,2026-02-18 00:37:41.465448
376,262,44,1,1640.3,COMPLETED,2026-01-07 15:14:41.465448
377,738,186,5,2540.45,CANCELLED,2026-07-14 09:19:41.465448
378,799,34,5,9860.05,COMPLETED,2026-03-19 20:27:41.465448
379,103,103,5,8956.3,PENDING,2026-04-17 16:25:41.465448
380,22,42,1,1789.93,CANCELLED,2025-11-20 23:54:41.465448
381,999,156,5,2755.15,CANCELLED,2026-07-16 20:16:41.465448
382,478,138,2,2996.1,PENDING,2026-03-18 08:51:41.465448
383,557,113,5,9936.05,PENDING,2026-05-18 21:21:41.465448
384,461,42,1,1789.93,COMPLETED,2025-11-21 11:44:41.465448
385,454,137,5,4712.5,PENDING,2025-12-22 21:37:41.465448
386,407,85,5,4978.6,PENDING,2026-07-25 02:42:41.465448
387,292,41,3,3628.89,CANCELLED,2026-01-04 14:16:41.465448
388,7,28,3,5571.6,CANCELLED,2026-01-15 06:20:41.465448
389,727,32,3,3811.02,COMPLETED,2026-05-27 05:05:41.465448
390,349,43,2,3865.16,COMPLETED,2026-03-01 10:08:41.465448
391,55,124,2,2804.32,COMPLETED,2026-02-23 19:08:41.465448
392,111,37,1,1466.78,PENDING,2026-05-06 20:42:41.465448
393,175,81,1,1361.4,CANCELLED,2026-08-04 10:52:41.465448
